trace,reps,level,metric,quantity,pair,label,diff,lo,hi,resolved,verdict
primary,"0,1,2,3,4",0,mean,gain,SPJF-M4refit - SPJF-M4,"refit-noise control: same score, refit",-0.0005050424514289054,-0.0024206591952637023,0.0011560559660419045,False,unresolved
primary,"0,1,2,3,4",0,mean,red_pct,SPJF-M4refit - SPJF-M4,"refit-noise control: same score, refit",-0.034201181146876536,-0.15776948598609675,0.07759262174515837,False,unresolved
primary,"0,1,2,3,4",0,mean,gain,SPJF-tweedie - SPJF-M4refit,Tweedie vs the refit log score,0.0057983807952882715,0.0030723980573494985,0.010795908504068872,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,red_pct,SPJF-tweedie - SPJF-M4refit,Tweedie vs the refit log score,0.3950686217323778,0.20610413425290589,0.6850826734934805,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,gain,SPJF-r1s - SPJF-tweedie,R1S-Tweedie (M4 cols + GRU state) vs Tweedie,0.0035676734354711526,-0.0007937193748733473,0.012008540003746796,False,unresolved
primary,"0,1,2,3,4",0,mean,red_pct,SPJF-r1s - SPJF-tweedie,R1S-Tweedie (M4 cols + GRU state) vs Tweedie,0.24279698577710462,-0.05121850142119548,0.7516681689326125,False,unresolved
primary,"0,1,2,3,4",0,mean,gain,SPJF-r1s - SPJF-tweedie_itr,R1S vs the Tweedie control fitted on the same 90% of the rows,0.0018992179236451134,-0.002455189012290346,0.009961041872525266,False,unresolved
primary,"0,1,2,3,4",0,mean,red_pct,SPJF-r1s - SPJF-tweedie_itr,R1S vs the Tweedie control fitted on the same 90% of the rows,0.12880401151123522,-0.1700960952773743,0.6220449535089543,False,unresolved
primary,"0,1,2,3,4",0,mean,gain,SPJF-tweedie_itr - SPJF-tweedie,"cost of the GRU's inner-validation holdout: same score, 90% of rows",0.0016684555118260391,-0.0005173240753985092,0.0043567680235496896,False,unresolved
primary,"0,1,2,3,4",0,mean,red_pct,SPJF-tweedie_itr - SPJF-tweedie,"cost of the GRU's inner-validation holdout: same score, 90% of rows",0.1139929742658694,-0.03246988468345435,0.28021728131349216,False,unresolved
primary,"0,1,2,3,4",0,mean,gain,CAP-G300 - FIX-G300,capped relative vs fixed budget at G = 300 s,0.0030036191619617902,-0.006567593000205715,0.0093081823452643,False,unresolved
primary,"0,1,2,3,4",0,mean,red_pct,CAP-G300 - FIX-G300,capped relative vs fixed budget at G = 300 s,0.21571135216901638,-0.4239234828390415,0.672664740130491,False,unresolved
primary,"0,1,2,3,4",0,mean,gain,CAP-G300 - SPJF-tweedie,"guard vs unguarded, G = 300 s",-0.10920779370116496,-0.1306677975062375,-0.062393950931681534,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,red_pct,CAP-G300 - SPJF-tweedie,"guard vs unguarded, G = 300 s",-7.457971369254388,-9.36880725670872,-4.008239408900355,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,gain,FIX-G300 - SPJF-tweedie,"fixed-budget guard vs unguarded, G = 300 s",-0.11221141286312675,-0.13452352916752844,-0.06439119027333183,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,red_pct,FIX-G300 - SPJF-tweedie,"fixed-budget guard vs unguarded, G = 300 s",-7.673682721423404,-9.647545788961622,-4.158906131454455,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,gain,SKIP-G300 - SPJF-tweedie,finite-skip vs unguarded at equal G = 300 s,-0.7859255650769469,-0.8268840806950524,-0.6970533759687361,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,red_pct,SKIP-G300 - SPJF-tweedie,finite-skip vs unguarded at equal G = 300 s,-53.752407673647525,-59.31442128577927,-43.91427473475567,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,gain,CAP-G300 - SKIP-G300,capped relative vs finite-skip at G = 300 s,0.6767177713757819,0.6231656665187673,0.7050578326122049,True,CAP-G300 better
primary,"0,1,2,3,4",0,mean,red_pct,CAP-G300 - SKIP-G300,capped relative vs finite-skip at G = 300 s,46.29443630439314,39.36043912597845,50.22185932379977,True,CAP-G300 better
primary,"0,1,2,3,4",0,mean,gain,CAP-G600 - FIX-G600,capped relative vs fixed budget at G = 600 s,-0.002424137382065261,-0.004662856643915756,0.0006732159828312794,False,unresolved
primary,"0,1,2,3,4",0,mean,red_pct,CAP-G600 - FIX-G600,capped relative vs fixed budget at G = 600 s,-0.1669287393583545,-0.33468922253029876,0.04496763274123716,False,unresolved
primary,"0,1,2,3,4",0,mean,gain,CAP-G600 - SPJF-tweedie,"guard vs unguarded, G = 600 s",-0.03519791186975285,-0.04573053214215041,-0.012988304952737445,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,red_pct,CAP-G600 - SPJF-tweedie,"guard vs unguarded, G = 600 s",-2.408382671396197,-3.283289798816597,-0.8574938458930784,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,gain,FIX-G600 - SPJF-tweedie,"fixed-budget guard vs unguarded, G = 600 s",-0.03277377448768759,-0.04252513177257074,-0.01351034760832609,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,red_pct,FIX-G600 - SPJF-tweedie,"fixed-budget guard vs unguarded, G = 600 s",-2.2414539320378424,-3.061085996136704,-0.8981806166709752,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,gain,SKIP-G600 - SPJF-tweedie,finite-skip vs unguarded at equal G = 600 s,-0.6852756429096082,-0.7398087951397272,-0.5707530596616428,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,red_pct,SKIP-G600 - SPJF-tweedie,finite-skip vs unguarded at equal G = 600 s,-46.869176725642276,-53.16416585831447,-36.087027788005386,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,gain,CAP-G600 - SKIP-G600,capped relative vs finite-skip at G = 600 s,0.6500777310398553,0.5549532139952389,0.6961794136287962,True,CAP-G600 better
primary,"0,1,2,3,4",0,mean,red_pct,CAP-G600 - SKIP-G600,capped relative vs finite-skip at G = 600 s,44.46079405424608,35.15264977373097,49.99525835760074,True,CAP-G600 better
primary,"0,1,2,3,4",0,mean,gain,CAP-G1200 - FIX-G1200,capped relative vs fixed budget at G = 1200 s,0.0003009784653252856,-0.00034854517870525623,0.001051083904786192,False,unresolved
primary,"0,1,2,3,4",0,mean,red_pct,CAP-G1200 - FIX-G1200,capped relative vs fixed budget at G = 1200 s,0.0207259050424895,-0.024768490936584973,0.07467244450258971,False,unresolved
primary,"0,1,2,3,4",0,mean,gain,CAP-G1200 - SPJF-tweedie,"guard vs unguarded, G = 1200 s",-0.0012032655697197248,-0.002398406829394617,0.00022246824251187505,False,unresolved
primary,"0,1,2,3,4",0,mean,red_pct,CAP-G1200 - SPJF-tweedie,"guard vs unguarded, G = 1200 s",-0.08176490899939637,-0.17063069621926594,0.017309895611134222,False,unresolved
primary,"0,1,2,3,4",0,mean,gain,FIX-G1200 - SPJF-tweedie,"fixed-budget guard vs unguarded, G = 1200 s",-0.0015042440350450104,-0.0027125989925689707,-0.00020767571097165023,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,red_pct,FIX-G1200 - SPJF-tweedie,"fixed-budget guard vs unguarded, G = 1200 s",-0.10249081404188587,-0.19154016023741285,-0.013145749236871068,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,gain,SKIP-G1200 - SPJF-tweedie,finite-skip vs unguarded at equal G = 1200 s,-0.5724322863697393,-0.6380581671116947,-0.43702200787479156,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,red_pct,SKIP-G1200 - SPJF-tweedie,finite-skip vs unguarded at equal G = 1200 s,-39.15322165422659,-45.87471189613308,-27.733164198741687,True,SPJF-tweedie better
primary,"0,1,2,3,4",0,mean,gain,CAP-G1200 - SKIP-G1200,capped relative vs finite-skip at G = 1200 s,0.5712290208000195,0.4356963375554021,0.6375099476051332,True,CAP-G1200 better
primary,"0,1,2,3,4",0,mean,red_pct,CAP-G1200 - SKIP-G1200,capped relative vs finite-skip at G = 1200 s,39.071456745227195,27.64009864443407,45.80365691334927,True,CAP-G1200 better
primary,"0,1,2,3,4",0,mean,gain,CAP-G600-reversed - SPJF-reversed,guard vs unguarded under the reversed predictor,0.08407270769348396,0.05557980930326437,0.0994156294168814,True,CAP-G600-reversed better
primary,"0,1,2,3,4",0,mean,red_pct,CAP-G600-reversed - SPJF-reversed,guard vs unguarded under the reversed predictor,5.747477031706154,3.5832527671214764,7.049758434712241,True,CAP-G600-reversed better
primary,"0,1,2,3,4",0,mean,gain,CAP-G600-random - SPJF-random,guard vs unguarded under the random predictor,-0.03728277682637826,-0.047048164395885154,-0.01626547579229391,True,SPJF-random better
primary,"0,1,2,3,4",0,mean,red_pct,CAP-G600-random - SPJF-random,guard vs unguarded under the random predictor,-2.5534024569191516,-3.366063986766721,-1.0651278034773273,True,SPJF-random better
primary,"0,1,2,3,4",0,mean,gain,CAP-G600-top1short - SPJF-top1short,guard vs unguarded under the top1short predictor,0.03280244685697453,0.015039338674307665,0.04324053370768213,True,CAP-G600-top1short better
primary,"0,1,2,3,4",0,mean,red_pct,CAP-G600-top1short - SPJF-top1short,guard vs unguarded under the top1short predictor,2.2450792482953474,0.9751419058432106,3.0759056720453994,True,CAP-G600-top1short better
primary,"0,1,2,3,4",1,p99dl,gain,SPJF-tweedie - SPJF-M4,ranking score: Tweedie vs current log M4,0.01186184900127607,0.005196793244882494,0.018466840991838953,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,red_pct,SPJF-tweedie - SPJF-M4,ranking score: Tweedie vs current log M4,0.8496475825407899,0.3562004403892866,1.3386096945467167,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,gain,SPJF-M4refit - SPJF-M4,"refit-noise control: same score, refit",-0.00016551736984093957,-0.0008605422342868346,0.0006450749346051024,False,unresolved
primary,"0,1,2,3,4",1,p99dl,red_pct,SPJF-M4refit - SPJF-M4,"refit-noise control: same score, refit",-0.011331745116656577,-0.0597717394848031,0.04489058611962309,False,unresolved
primary,"0,1,2,3,4",1,p99dl,gain,SPJF-tweedie - SPJF-M4refit,Tweedie vs the refit log score,0.01202736637111701,0.005137148889502741,0.018769098056685377,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,red_pct,SPJF-tweedie - SPJF-M4refit,Tweedie vs the refit log score,0.8609793276574464,0.3570232270076025,1.3545197262167412,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,gain,SPJF-r1s - SPJF-tweedie,R1S-Tweedie (M4 cols + GRU state) vs Tweedie,0.006678685122332717,0.00291478579247485,0.011091455045849683,True,SPJF-r1s better
primary,"0,1,2,3,4",1,p99dl,red_pct,SPJF-r1s - SPJF-tweedie,R1S-Tweedie (M4 cols + GRU state) vs Tweedie,0.4769179575043907,0.20113465039237735,0.7803611682587186,True,SPJF-r1s better
primary,"0,1,2,3,4",1,p99dl,gain,SPJF-r1s - SPJF-tweedie_itr,R1S vs the Tweedie control fitted on the same 90% of the rows,0.0071325898444924984,0.003149606676787825,0.011741780285558152,True,SPJF-r1s better
primary,"0,1,2,3,4",1,p99dl,red_pct,SPJF-r1s - SPJF-tweedie_itr,R1S vs the Tweedie control fitted on the same 90% of the rows,0.5116357432623744,0.2201809502055699,0.8319830025392015,True,SPJF-r1s better
primary,"0,1,2,3,4",1,p99dl,gain,SPJF-tweedie_itr - SPJF-tweedie,"cost of the GRU's inner-validation holdout: same score, 90% of rows",-0.0004539047221597814,-0.0033784802698629823,0.002060008173249079,False,unresolved
primary,"0,1,2,3,4",1,p99dl,red_pct,SPJF-tweedie_itr - SPJF-tweedie,"cost of the GRU's inner-validation holdout: same score, 90% of rows",-0.03471778575798368,-0.24034403125257597,0.14368180209926473,False,unresolved
primary,"0,1,2,3,4",1,p99dl,gain,CAP-G300 - FIX-G300,capped relative vs fixed budget at G = 300 s,-0.03327976688977918,-0.04246959230849492,-0.02506291900482986,True,FIX-G300 better
primary,"0,1,2,3,4",1,p99dl,red_pct,CAP-G300 - FIX-G300,capped relative vs fixed budget at G = 300 s,-2.375189034746427,-2.9913272397085104,-1.8202866423294373,True,FIX-G300 better
primary,"0,1,2,3,4",1,p99dl,gain,CAP-G300 - SPJF-tweedie,"guard vs unguarded, G = 300 s",-0.1565825337679465,-0.19706034346710907,-0.1314630836007515,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,red_pct,CAP-G300 - SPJF-tweedie,"guard vs unguarded, G = 300 s",-11.225969253852718,-14.683554253445706,-8.978202819002032,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,gain,FIX-G300 - SPJF-tweedie,"fixed-budget guard vs unguarded, G = 300 s",-0.12330276687816732,-0.1664735114711283,-0.09536384207929142,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,red_pct,FIX-G300 - SPJF-tweedie,"fixed-budget guard vs unguarded, G = 300 s",-8.85078021910629,-12.503341853611152,-6.478900173664316,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,gain,SKIP-G300 - SPJF-tweedie,finite-skip vs unguarded at equal G = 300 s,-0.8821445759726934,-0.8976452104421797,-0.8565907147518821,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,red_pct,SKIP-G300 - SPJF-tweedie,finite-skip vs unguarded at equal G = 300 s,-63.332929975949014,-67.16321778809919,-57.62440236591381,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,gain,CAP-G300 - SKIP-G300,capped relative vs finite-skip at G = 300 s,0.7255620422047468,0.6860045672930506,0.744974982631255,True,CAP-G300 better
primary,"0,1,2,3,4",1,p99dl,red_pct,CAP-G300 - SKIP-G300,capped relative vs finite-skip at G = 300 s,52.1069607220963,47.952325546615675,54.0330638178949,True,CAP-G300 better
primary,"0,1,2,3,4",1,p99dl,gain,CAP-G600 - FIX-G600,capped relative vs fixed budget at G = 600 s,-0.001173913753612088,-0.002476510191043646,-0.00022855850919849263,True,FIX-G600 better
primary,"0,1,2,3,4",1,p99dl,red_pct,CAP-G600 - FIX-G600,capped relative vs fixed budget at G = 600 s,-0.08399737008785735,-0.17723420101550075,-0.015809934596109104,True,FIX-G600 better
primary,"0,1,2,3,4",1,p99dl,gain,CAP-G600 - SPJF-tweedie,"guard vs unguarded, G = 600 s",-0.04402749074981849,-0.05298023748989384,-0.03369041712585338,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,red_pct,CAP-G600 - SPJF-tweedie,"guard vs unguarded, G = 600 s",-3.1557994364257453,-3.9390142875759158,-2.3088198181893302,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,gain,FIX-G600 - SPJF-tweedie,"fixed-budget guard vs unguarded, G = 600 s",-0.0428535769962064,-0.051327376009851114,-0.032586192262909715,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,red_pct,FIX-G600 - SPJF-tweedie,"fixed-budget guard vs unguarded, G = 600 s",-3.071802066337888,-3.804049394222478,-2.228279439352136,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,gain,SKIP-G600 - SPJF-tweedie,finite-skip vs unguarded at equal G = 600 s,-0.8766139282720246,-0.8953656367654568,-0.8419526155670342,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,red_pct,SKIP-G600 - SPJF-tweedie,finite-skip vs unguarded at equal G = 600 s,-62.9357419715272,-66.95670055830513,-56.67974371342772,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,gain,CAP-G600 - SKIP-G600,capped relative vs finite-skip at G = 600 s,0.8325864375222061,0.8045565423460713,0.8486749808357271,True,CAP-G600 better
primary,"0,1,2,3,4",1,p99dl,red_pct,CAP-G600 - SKIP-G600,capped relative vs finite-skip at G = 600 s,59.779942535101455,54.14087633419904,63.18434231248725,True,CAP-G600 better
primary,"0,1,2,3,4",1,p99dl,gain,CAP-G1200 - FIX-G1200,capped relative vs fixed budget at G = 1200 s,0.00033412226306539505,-0.000746985378779727,0.0013162546147246878,False,unresolved
primary,"0,1,2,3,4",1,p99dl,red_pct,CAP-G1200 - FIX-G1200,capped relative vs fixed budget at G = 1200 s,0.02314883432931225,-0.05287269887805781,0.0910339070288449,False,unresolved
primary,"0,1,2,3,4",1,p99dl,gain,CAP-G1200 - SPJF-tweedie,"guard vs unguarded, G = 1200 s",-0.023043606798561433,-0.029248908416103347,-0.016404198009710755,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,red_pct,CAP-G1200 - SPJF-tweedie,"guard vs unguarded, G = 1200 s",-1.6531689885939187,-2.1769518370114773,-1.1267608328044676,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,gain,FIX-G1200 - SPJF-tweedie,"fixed-budget guard vs unguarded, G = 1200 s",-0.02337772906162683,-0.029329540508938528,-0.016697413952618395,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,red_pct,FIX-G1200 - SPJF-tweedie,"fixed-budget guard vs unguarded, G = 1200 s",-1.676317822923231,-2.1690105070019707,-1.1514295430520323,True,SPJF-tweedie better
primary,"0,1,2,3,4",1,p99dl,gain,SKIP-G1200 - SPJF-tweedie,finite-skip vs unguarded at equal G = 1200 s,-0.8629553944333824,-0.8894356040630403,-0.8007155470778424,True,SPJF-tweedie better
